               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.092407,            0.004301,                   0,            0.002828,             0.46667,           0.0024722,          0.00045794,            0.099352,           0.0023907,                   0,             0.00037,             0.00037,             0.09667
                   1,            0.093456,           0.0042429,                   0,           0.0039676,            0.083333,           0.0031425,          0.00058659,            0.098267,           0.0022792,                   0,          0.00073348,          0.00073348,            0.093233
                   2,            0.085187,           0.0046697,                   0,            0.089668,            0.016667,            0.005571,            0.001679,            0.099532,           0.0024678,                   0,           0.0010329,           0.0010329,            0.089733
                   3,            0.083351,           0.0046215,                   0,            0.036174,                0.05,            0.010396,           0.0018568,            0.094462,           0.0024439,                   0,           0.0012299,           0.0012299,             0.08613
                   4,             0.07834,            0.004598,                   0,            0.098935,                0.05,            0.014401,           0.0034424,            0.095598,           0.0024376,                   0,           0.0013023,           0.0013023,            0.082402
                   5,            0.090713,           0.0049079,                   0,            0.040102,            0.083333,            0.010295,           0.0022417,            0.092383,           0.0023962,                   0,           0.0012485,           0.0012485,            0.078549
                   6,            0.085556,            0.005145,                   0,            0.046808,                 0.1,            0.014551,           0.0030914,            0.089357,           0.0026676,                   0,            0.001089,            0.001089,            0.074589
                   7,            0.079465,           0.0050534,                   0,            0.024629,                 0.2,            0.012838,           0.0022536,            0.090793,            0.002666,                   0,          0.00086505,          0.00086505,            0.070565
                   8,            0.072857,           0.0051089,                   0,            0.035832,             0.21667,            0.015698,           0.0029149,            0.090328,           0.0025432,                   0,          0.00063406,          0.00063406,            0.066534
                   9,            0.072674,            0.005261,                   0,            0.058494,             0.18333,            0.022498,           0.0048464,            0.086483,            0.002673,                   0,          0.00046247,          0.00046247,            0.062562
