Image ID,Confidence,Garbage visible?,Barren,Forest,Residential,Water,Other,Other Notes
BASE_-37206625018825572.png,2,0,0,1,0,0,,
BASE_54416637774300801.png,0,0,0,1,0,0,,
BASE_-85874779627733316.png,1,0,1,0,1,0,,
BASE_-86122066467545633.png,2,0,1,0,0,0,,
BASE_88358043165824018.png,1,0,0,1,1,0,,
BASE_-105077799231835948.png,2,0,0,1,0,0,,
BASE_127484953210221396.png,1,0,1,0,0,0,,
BASE_-154492717078524927.png,1,0,1,0,0,0,,
BASE_159742450402087772.png,0,0,0,1,1,0,,
BASE_172700266720101914.png,2,0,0,1,0,0,,
BASE_185501827286537115.png,2,0,0,1,0,0,,
BASE_-207486829896783646.png,2,0,0,1,0,0,,
BASE_-228724080159802041.png,2,0,0,1,0,0,,
BASE_-237777429758555053.png,2,0,0,1,0,0,,
BASE_285750590685747730.png,1,0,0,1,1,0,,
BASE_289202895904174306.png,2,0,1,0,0,0,,
BASE_301526072661799124.png,2,0,0,1,0,0,,
BASE_-325769230729093870.png,0,0,1,0,0,0,,
BASE_-338896656397505712.png,0,0,0,0,0,0,,Looks like landfill might be below the image
BASE_-345248504589616985.png,2,0,0,1,0,1,,
BASE_346544021024103969.png,1,0,1,1,0,0,,
BASE_349457391006733645.png,1,0,0,1,0,0,,
BASE_358648551962638428.png,2,0,1,0,0,0,,a little overexposed
BASE_-387203739129516484.png,2,0,1,0,0,0,,
BASE_392446059905462832.png,0,0,0,1,0,0,,landfill might be left of image
BASE_412423363605918817.png,1,0,1,0,0,0,,
BASE_-413173035509992851.png,2,0,0,1,0,0,,
BASE_415586082440348587.png,2,0,0,1,0,0,,
BASE_436787743472981764.png,1,0,0,1,0,0,,
BASE_-453405562127179303.png,2,0,0,1,0,0,,
BASE_477668436620532640.png,2,0,0,1,0,0,,
BASE_484026034413025695.png,2,0,1,0,0,0,,
BASE_520949168667952203.png,0,0,0,0,1,0,,landfill might be outside of image
BASE_-543067089232563000.png,0,0,0,1,1,0,,
BASE_-555975335340576208.png,2,0,0,1,0,0,,
BASE_591531536874137740.png,0,0,0,1,0,0,,
BASE_611980910174123077.png,1,0,0,1,0,0,,
BASE_613022913041025256.png,0,0,0,0,1,0,,
BASE_-613857626169918948.png,2,0,0,1,0,0,,
BASE_626159975740702230.png,2,0,0,1,0,0,,
BASE_-631566650649637483.png,2,0,1,0,0,0,,
BASE_-636285044830670627.png,2,0,1,0,0,0,,
BASE_-638953541264503419.png,2,0,0,1,0,0,,
BASE_-682214131132820126.png,2,0,0,1,0,0,,
BASE_707292686218983811.png,1,0,0,0,1,0,,
BASE_-713145941561627593.png,2,0,0,1,1,0,,
BASE_-728769135903710372.png,2,0,0,1,0,0,,
BASE_736320972659261835.png,2,0,1,0,0,0,,
BASE_-743925219356514058.png,0,0,0,0,0,0,,Landfill might be above image
BASE_-795510182478832736.png,1,0,0,1,0,0,,
BASE_813089255713112277.png,2,0,0,0,0,0,1,
BASE_-835763415331289738.png,0,0,0,0,0,0,,Lanfill might be right of image
BASE_-850387463573082832.png,0,0,0,0,0,0,,
BASE_851266500198243723.png,2,0,0,1,0,0,,center does not cut off landfill
BASE_-854837418282977918.png,2,0,1,0,0,0,,
BASE_955634188275122136.png,2,0,0,1,0,0,,
BASE_969234371451068968.png,1,0,0,1,0,1,,center does not cut off landfill
BASE_985814804214691202.png,2,0,1,0,0,0,,
BASE_-1004443525668666062.png,1,0,0,1,0,0,,
BASE_1018109565915741098.png,2,0,1,0,0,0,,
