               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.091579,           0.0047973,                   0,           0.0035946,             0.18333,           0.0029811,           0.0004291,            0.093404,           0.0023094,                   0,             0.00037,             0.00037,             0.09667
                   1,            0.092702,           0.0049606,                   0,           0.0035945,             0.18333,           0.0025324,           0.0004091,            0.091955,           0.0023742,                   0,          0.00073348,          0.00073348,            0.093233
                   2,            0.086466,           0.0053433,                   0,           0.0070788,            0.033333,            0.002597,          0.00043337,            0.091091,           0.0023603,                   0,           0.0010329,           0.0010329,            0.089733
                   3,            0.085894,           0.0049603,                   0,           0.0056799,                0.05,            0.000704,          0.00011764,             0.12844,             0.20926,                   0,           0.0012299,           0.0012299,             0.08613
                   4,            0.083733,           0.0048792,                   0,           0.0036298,                 0.1,           0.0020374,          0.00038421,            0.094035,            0.029969,                   0,           0.0013023,           0.0013023,            0.082402
                   5,            0.095184,           0.0051927,                   0,           0.0076071,            0.083333,           0.0030112,          0.00054626,            0.091395,           0.0032435,                   0,           0.0012485,           0.0012485,            0.078549
                   6,            0.090686,           0.0054374,                   0,           0.0054846,            0.083333,            0.002439,           0.0004971,             0.09122,           0.0031911,                   0,            0.001089,            0.001089,            0.074589
                   7,            0.086527,           0.0051839,                   0,           0.0085007,                 0.1,           0.0030146,          0.00050041,            0.090969,           0.0024386,                   0,          0.00086505,          0.00086505,            0.070565
                   8,            0.081849,           0.0051772,                   0,           0.0086207,                 0.1,           0.0033978,          0.00061859,            0.091434,           0.0023223,                   0,          0.00063406,          0.00063406,            0.066534
                   9,            0.083627,           0.0052566,                   0,           0.0060719,            0.066667,           0.0030037,          0.00054115,            0.091484,           0.0023354,                   0,          0.00046247,          0.00046247,            0.062562
