Image ID,Confidence,Garbage visible?,Barren,Forest,Residential,Water,Other,Other Notes
BASE_1339881012041717.png,,0,0,0,0,0
BASE_12393578034353051.png,,0,0,0,0,0
BASE_-17983452728846820.png,,0,0,0,0,0
BASE_-56747869259899900.png,,0,0,0,0,0
BASE_88458441523025661.png,,0,0,0,0,0
BASE_-93905382338826456.png,,0,0,0,0,0
BASE_119718835731470951.png,,0,0,0,0,0
BASE_137625420183303743.png,,0,0,0,0,0
BASE_146444384478841690.png,,0,0,0,0,0
BASE_151990945378592612.png,,0,0,0,0,0
BASE_-175053764813236962.png,,0,0,0,0,0
BASE_-184220429370828270.png,,0,0,0,0,0
BASE_-226517264768756339.png,,0,0,0,0,0
BASE_247725861408293309.png,,0,0,0,0,0
BASE_-257909228585745264.png,,0,0,0,0,0
BASE_-275258758246258468.png,,0,0,0,0,0
BASE_-275378070727989808.png,,0,0,0,0,0
BASE_277717458232193846.png,,0,0,0,0,0
BASE_293335470631990410.png,,0,0,0,0,0
BASE_298381821035002399.png,,0,0,0,0,0
BASE_-340094892093827083.png,,0,0,0,0,0
BASE_347773253819504156.png,,0,0,0,0,0
BASE_-355390672361343283.png,,0,0,0,0,0
BASE_375801006421299500.png,,0,0,0,0,0
BASE_387610982052582875.png,,0,0,0,0,0
BASE_400420821172807721.png,,0,0,0,0,0
BASE_-406499890234324987.png,,0,0,0,0,0
BASE_-409639805908486699.png,,0,0,0,0,0
BASE_416353408063515206.png,,0,0,0,0,0
BASE_428228586785839719.png,,0,0,0,0,0
BASE_-455203733192604009.png,,0,0,0,0,0
BASE_-460776097839637998.png,,0,0,0,0,0
BASE_-487752828215779977.png,,0,0,0,0,0
BASE_498851449642565473.png,,0,0,0,0,0
BASE_500619873004362218.png,,0,0,0,0,0
BASE_537894814048855603.png,,0,0,0,0,0
BASE_-545373233909254390.png,,0,0,0,0,0
BASE_-621435090247058913.png,,0,0,0,0,0
BASE_-625937697387601218.png,,0,0,0,0,0
BASE_634234021235830289.png,,0,0,0,0,0
BASE_634524273201484889.png,,0,0,0,0,0
BASE_642223373055805753.png,,0,0,0,0,0
BASE_653415564961517695.png,,0,0,0,0,0
BASE_653535032366843561.png,,0,0,0,0,0
BASE_682115517372496810.png,,0,0,0,0,0
BASE_688137242328951097.png,,0,0,0,0,0
BASE_706252524115396909.png,,0,0,0,0,0
BASE_721656636039196884.png,,0,0,0,0,0
BASE_751113020774863810.png,,0,0,0,0,0
BASE_797774963516978450.png,,0,0,0,0,0
BASE_-813715857801278089.png,,0,0,0,0,0
BASE_814402153809756768.png,,0,0,0,0,0
BASE_-816916258194156004.png,,0,0,0,0,0
BASE_-820004770853351888.png,,0,0,0,0,0
BASE_-847702309944010055.png,,0,0,0,0,0
